,userID,itemID,rating,timestamp
0,196.0,242.0,3.0,881250949.0
1,186.0,302.0,3.0,891717742.0
2,22.0,377.0,1.0,878887116.0
3,244.0,51.0,2.0,880606923.0
4,166.0,346.0,1.0,886397596.0
5,298.0,474.0,4.0,884182806.0
6,115.0,265.0,2.0,881171488.0
7,253.0,465.0,5.0,891628467.0
8,305.0,451.0,3.0,886324817.0
9,6.0,86.0,3.0,883603013.0
10,62.0,257.0,2.0,879372434.0
11,286.0,1014.0,5.0,879781125.0
12,200.0,222.0,5.0,876042340.0
13,210.0,40.0,3.0,891035994.0
14,224.0,29.0,3.0,888104457.0
15,303.0,785.0,3.0,879485318.0
16,122.0,387.0,5.0,879270459.0
17,194.0,274.0,2.0,879539794.0
18,291.0,1042.0,4.0,874834944.0
19,234.0,1184.0,2.0,892079237.0
20,119.0,392.0,4.0,886176814.0
21,167.0,486.0,4.0,892738452.0
22,299.0,144.0,4.0,877881320.0
23,291.0,118.0,2.0,874833878.0
24,308.0,1.0,4.0,887736532.0
25,95.0,546.0,2.0,879196566.0
26,38.0,95.0,5.0,892430094.0
27,102.0,768.0,2.0,883748450.0
28,63.0,277.0,4.0,875747401.0
29,160.0,234.0,5.0,876861185.0
30,50.0,246.0,3.0,877052329.0
31,301.0,98.0,4.0,882075827.0
32,225.0,193.0,4.0,879539727.0
33,290.0,88.0,4.0,880731963.0
34,97.0,194.0,3.0,884238860.0
35,157.0,274.0,4.0,886890835.0
36,181.0,1081.0,1.0,878962623.0
37,278.0,603.0,5.0,891295330.0
38,276.0,796.0,1.0,874791932.0
39,7.0,32.0,4.0,891350932.0
40,10.0,16.0,4.0,877888877.0
41,284.0,304.0,4.0,885329322.0
42,201.0,979.0,2.0,884114233.0
43,276.0,564.0,3.0,874791805.0
44,287.0,327.0,5.0,875333916.0
45,246.0,201.0,5.0,884921594.0
46,242.0,1137.0,5.0,879741196.0
47,249.0,241.0,5.0,879641194.0
48,99.0,4.0,5.0,886519097.0
49,178.0,332.0,3.0,882823437.0
50,251.0,100.0,4.0,886271884.0
51,81.0,432.0,2.0,876535131.0
52,260.0,322.0,4.0,890618898.0
53,25.0,181.0,5.0,885853415.0
54,59.0,196.0,5.0,888205088.0
55,72.0,679.0,2.0,880037164.0
56,87.0,384.0,4.0,879877127.0
57,290.0,143.0,5.0,880474293.0
58,42.0,423.0,5.0,881107687.0
59,292.0,515.0,4.0,881103977.0
60,115.0,20.0,3.0,881171009.0
61,20.0,288.0,1.0,879667584.0
62,201.0,219.0,4.0,884112673.0
63,13.0,526.0,3.0,882141053.0
64,246.0,919.0,4.0,884920949.0
65,138.0,26.0,5.0,879024232.0
66,167.0,232.0,1.0,892738341.0
67,60.0,427.0,5.0,883326620.0
68,57.0,304.0,5.0,883698581.0
69,223.0,274.0,4.0,891550094.0
70,189.0,512.0,4.0,893277702.0
71,243.0,15.0,3.0,879987440.0
72,92.0,1049.0,1.0,890251826.0
73,246.0,416.0,3.0,884923047.0
74,194.0,165.0,4.0,879546723.0
75,241.0,690.0,2.0,887249482.0
76,178.0,248.0,4.0,882823954.0
77,254.0,1444.0,3.0,886475558.0
78,293.0,5.0,3.0,888906576.0
79,127.0,229.0,5.0,884364867.0
80,225.0,237.0,5.0,879539643.0
81,299.0,229.0,3.0,878192429.0
82,225.0,480.0,5.0,879540748.0
83,276.0,54.0,3.0,874791025.0
84,291.0,144.0,5.0,874835091.0
85,222.0,366.0,4.0,878183381.0
86,267.0,518.0,5.0,878971773.0
87,42.0,403.0,3.0,881108684.0
88,11.0,111.0,4.0,891903862.0
89,95.0,625.0,4.0,888954412.0
90,8.0,338.0,4.0,879361873.0
91,162.0,25.0,4.0,877635573.0
92,87.0,1016.0,4.0,879876194.0
93,279.0,154.0,5.0,875296291.0
94,145.0,275.0,2.0,885557505.0
95,119.0,1153.0,5.0,874781198.0
96,62.0,498.0,4.0,879373848.0
97,62.0,382.0,3.0,879375537.0
98,28.0,209.0,4.0,881961214.0
99,135.0,23.0,4.0,879857765.0
100,32.0,294.0,3.0,883709863.0
101,90.0,382.0,5.0,891383835.0
102,286.0,208.0,4.0,877531942.0
103,293.0,685.0,3.0,888905170.0
104,216.0,144.0,4.0,880234639.0
105,166.0,328.0,5.0,886397722.0
106,250.0,496.0,4.0,878090499.0
107,271.0,132.0,5.0,885848672.0
108,160.0,174.0,5.0,876860807.0
109,265.0,118.0,4.0,875320714.0
110,198.0,498.0,3.0,884207492.0
111,42.0,96.0,5.0,881107178.0
112,168.0,151.0,5.0,884288058.0
113,110.0,307.0,4.0,886987260.0
114,58.0,144.0,4.0,884304936.0
115,90.0,648.0,4.0,891384754.0
116,271.0,346.0,4.0,885844430.0
117,62.0,21.0,3.0,879373460.0
118,279.0,832.0,3.0,881375854.0
119,237.0,514.0,4.0,879376641.0
120,94.0,789.0,4.0,891720887.0
121,128.0,485.0,3.0,879966895.0
122,298.0,317.0,4.0,884182806.0
123,44.0,195.0,5.0,878347874.0
124,264.0,200.0,5.0,886122352.0
125,194.0,385.0,2.0,879524643.0
126,72.0,195.0,5.0,880037702.0
127,222.0,750.0,5.0,883815120.0
128,250.0,264.0,3.0,878089182.0
129,41.0,265.0,3.0,890687042.0
130,224.0,245.0,3.0,888082216.0
131,82.0,135.0,3.0,878769629.0
132,262.0,1147.0,4.0,879791710.0
133,293.0,471.0,3.0,888904884.0
134,216.0,658.0,3.0,880245029.0
135,250.0,140.0,3.0,878092059.0
136,59.0,23.0,5.0,888205300.0
137,286.0,379.0,5.0,877533771.0
138,244.0,815.0,4.0,880605185.0
139,7.0,479.0,4.0,891352010.0
140,174.0,368.0,1.0,886434402.0
141,87.0,274.0,4.0,879876734.0
142,194.0,1211.0,2.0,879551380.0
143,82.0,1134.0,2.0,884714402.0
144,13.0,836.0,2.0,882139746.0
145,13.0,272.0,4.0,884538403.0
146,244.0,756.0,2.0,880605157.0
147,305.0,427.0,5.0,886323090.0
148,95.0,787.0,2.0,888954930.0
149,43.0,14.0,2.0,883955745.0
150,299.0,955.0,4.0,889502823.0
151,57.0,419.0,3.0,883698454.0
152,84.0,405.0,3.0,883452363.0
153,269.0,504.0,4.0,891449922.0
154,299.0,111.0,3.0,877878184.0
155,194.0,466.0,4.0,879525876.0
156,160.0,135.0,4.0,876860807.0
157,99.0,268.0,3.0,885678247.0
158,10.0,486.0,4.0,877886846.0
159,259.0,117.0,4.0,874724988.0
160,85.0,427.0,3.0,879456350.0
161,303.0,919.0,4.0,879467295.0
162,213.0,273.0,5.0,878870987.0
163,121.0,514.0,3.0,891387947.0
164,90.0,98.0,5.0,891383204.0
165,49.0,559.0,2.0,888067405.0
166,42.0,794.0,3.0,881108425.0
167,155.0,323.0,2.0,879371261.0
168,68.0,117.0,4.0,876973939.0
169,172.0,177.0,4.0,875537965.0
170,19.0,4.0,4.0,885412840.0
171,268.0,231.0,4.0,875744136.0
172,5.0,2.0,3.0,875636053.0
173,305.0,117.0,2.0,886324028.0
174,44.0,294.0,4.0,883612356.0
175,43.0,137.0,4.0,875975656.0
176,279.0,1336.0,1.0,875298353.0
177,80.0,466.0,5.0,887401701.0
178,254.0,164.0,4.0,886472768.0
179,298.0,281.0,3.0,884183336.0
180,279.0,1240.0,1.0,892174404.0
181,66.0,298.0,4.0,883601324.0
182,18.0,443.0,3.0,880130193.0
183,268.0,1035.0,2.0,875542174.0
184,99.0,79.0,4.0,885680138.0
185,13.0,98.0,4.0,881515011.0
186,26.0,258.0,3.0,891347949.0
187,7.0,455.0,4.0,891353086.0
188,222.0,755.0,4.0,878183481.0
189,200.0,673.0,5.0,884128554.0
190,119.0,328.0,4.0,876923913.0
191,213.0,172.0,5.0,878955442.0
192,276.0,322.0,3.0,874786392.0
193,94.0,1217.0,3.0,891723086.0
194,130.0,379.0,4.0,875801662.0
195,38.0,328.0,4.0,892428688.0
196,160.0,719.0,3.0,876857977.0
197,293.0,1267.0,3.0,888906966.0
198,26.0,930.0,2.0,891385985.0
199,130.0,216.0,4.0,875216545.0
200,92.0,1079.0,3.0,886443455.0
201,256.0,452.0,4.0,882164999.0
202,1.0,61.0,4.0,878542420.0
203,72.0,48.0,4.0,880036718.0
204,56.0,755.0,3.0,892910207.0
205,13.0,360.0,4.0,882140926.0
206,15.0,405.0,2.0,879455957.0
207,92.0,77.0,3.0,875654637.0
208,207.0,476.0,2.0,884386343.0
209,292.0,174.0,5.0,881105481.0
210,232.0,483.0,5.0,888549622.0
211,251.0,748.0,2.0,886272175.0
212,224.0,26.0,3.0,888104153.0
213,181.0,220.0,4.0,878962392.0
214,259.0,255.0,4.0,874724710.0
215,305.0,471.0,4.0,886323648.0
216,52.0,280.0,3.0,882922806.0
217,161.0,202.0,5.0,891170769.0
218,148.0,408.0,5.0,877399018.0
219,125.0,235.0,2.0,892838559.0
220,97.0,228.0,5.0,884238860.0
221,58.0,1098.0,4.0,884304936.0
222,83.0,234.0,4.0,887665548.0
223,90.0,347.0,4.0,891383319.0
224,272.0,178.0,5.0,879455113.0
225,194.0,181.0,3.0,879521396.0
226,125.0,478.0,4.0,879454628.0
227,110.0,688.0,1.0,886987605.0
228,299.0,14.0,4.0,877877775.0
229,151.0,10.0,5.0,879524921.0
230,269.0,127.0,4.0,891446165.0
231,6.0,14.0,5.0,883599249.0
232,54.0,106.0,3.0,880937882.0
233,303.0,69.0,5.0,879467542.0
234,16.0,944.0,1.0,877727122.0
235,301.0,790.0,4.0,882078621.0
236,276.0,1091.0,3.0,874793035.0
237,305.0,214.0,2.0,886323068.0
238,194.0,1028.0,2.0,879541148.0
239,91.0,323.0,2.0,891438397.0
240,87.0,554.0,4.0,879875940.0
241,294.0,109.0,4.0,877819599.0
242,286.0,171.0,4.0,877531791.0
243,200.0,318.0,5.0,884128458.0
244,229.0,328.0,1.0,891632142.0
245,178.0,568.0,4.0,882826555.0
246,303.0,842.0,2.0,879484804.0
247,62.0,65.0,4.0,879374686.0
248,207.0,591.0,3.0,876018608.0
249,92.0,172.0,4.0,875653271.0
250,301.0,401.0,4.0,882078040.0
251,36.0,339.0,5.0,882157581.0
252,70.0,746.0,3.0,884150257.0
253,63.0,242.0,3.0,875747190.0
254,28.0,201.0,3.0,881961671.0
255,279.0,68.0,4.0,875307407.0
256,250.0,7.0,4.0,878089716.0
257,14.0,98.0,3.0,890881335.0
258,299.0,1018.0,3.0,889502324.0
259,194.0,54.0,3.0,879525876.0
260,303.0,815.0,3.0,879485532.0
261,119.0,237.0,5.0,874775038.0
262,295.0,218.0,5.0,879966498.0
263,268.0,930.0,2.0,875742942.0
264,268.0,2.0,2.0,875744173.0
265,66.0,258.0,4.0,883601089.0
266,233.0,202.0,5.0,879394264.0
267,83.0,623.0,4.0,880308578.0
268,214.0,334.0,3.0,891542540.0
269,192.0,476.0,2.0,881368243.0
270,100.0,344.0,4.0,891374868.0
271,268.0,145.0,1.0,875744501.0
272,301.0,56.0,4.0,882076587.0
273,307.0,89.0,5.0,879283786.0
274,234.0,141.0,3.0,892334609.0
275,83.0,576.0,4.0,880308755.0
276,181.0,264.0,2.0,878961624.0
277,297.0,133.0,4.0,875240090.0
278,38.0,153.0,5.0,892430369.0
279,7.0,382.0,4.0,891352093.0
280,264.0,813.0,4.0,886122952.0
281,181.0,872.0,1.0,878961814.0
282,201.0,146.0,1.0,884140579.0
283,85.0,507.0,4.0,879456199.0
284,269.0,367.0,3.0,891450023.0
285,59.0,468.0,3.0,888205855.0
286,286.0,143.0,4.0,889651549.0
287,193.0,96.0,1.0,889124507.0
288,113.0,595.0,5.0,875936424.0
289,292.0,11.0,5.0,881104093.0
290,130.0,1014.0,3.0,876250718.0
291,275.0,98.0,4.0,875155140.0
292,189.0,520.0,5.0,893265380.0
293,219.0,82.0,1.0,889452455.0
294,218.0,209.0,5.0,877488546.0
